,food_name,calories_kcal,total_fat_g,saturated_fat_g,cholesterol_mg,sodium_g,carbohydrates_g,fiber_g,sugar_g,protein_g,vitamin_A_mg,vitamin_C_mg,calcium_mg
0,margarine with yoghurt,88,9.8,1.9,0.0,0.018,0.073,0.0,0.0,0.058,0.1,0.082,2.8
1,sunflower seed butter,99,8.8,0.7,0.0,0.065,3.7,0.9,1.7,2.8,0.0,0.4,10.2
2,hazelnut oil,120,13.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,menhaden fish oil,1966,218.0,66.3,1135.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,cod liver fish oil,123,13.6,3.1,77.5,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0
5,sardine oil,123,13.6,4.1,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,cupu assu oil,120,13.6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,lard,115,12.8,5.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,sesame butter,94,8.1,1.1,0.0,0.031,3.8,0.9,0.0,2.9,0.0,0.0,153.6
9,margarine spread,59,6.7,1.2,0.1,0.019,0.1,0.0,0.0,0.082,0.0,0.0,0.6
10,lard vegetable oil,115,12.8,5.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,shortening,113,12.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,vegetable oil spread,75,8.4,1.7,0.1,0.081,0.1,0.0,0.0,0.007,0.1,0.092,2.9
13,cottonseed oil,120,13.6,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,vegetable oil spread fat free,6,0.5,0.015,0.2,0.1,0.4,0.0,0.0,0.2,0.1,0.051,5.7
15,soy margarine,88,9.9,3.2,0.0,0.1,0.0,0.0,0.0,0.0,2.7,0.051,0.0
16,margarine with salt,100,11.3,2.1,0.0,0.1,0.017,0.0,0.0,0.031,2.1,0.036,0.068
17,margarine,102,11.5,2.2,0.0,0.091,0.018,0.0,0.0,0.037,2.1,0.076,0.059
18,salmon fish oil,123,13.6,2.7,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,nutmeg butter oil,1927,218.0,196.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,almond butter,98,8.9,0.7,0.0,0.037,3.0,1.6,0.7,3.4,0.0,0.0,55.5
21,sour cream shoprite,60,5.0,3.5,0.0,0.0,1.0,0.0,0.014,0.0,0.0,0.0,0.0
22,ucuhuba butter oil,120,13.6,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,chicken fat,115,12.8,3.8,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,herring fish oil,123,13.6,2.9,104.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,bacon grease,39,4.3,1.7,4.1,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,turkey fat,45,5.0,1.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,beef tallow,115,12.8,6.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,goose fat,45,5.0,1.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,duck fat,44,5.0,1.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,mutton tallow,45,5.0,2.4,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,grapeseed oil,120,13.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,sheanut oil,1927,218.0,101.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,almond oil,120,13.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,sunflower oil,120,13.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.1
35,cashew butter,94,7.9,1.6,0.0,0.071,4.4,0.3,0.8,2.8,0.0,0.0,6.9
36,canola oil,124,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.088
37,babassu oil,1927,218.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,teaseed oil,120,13.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,avocado oil,124,14.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,vegetable palm kernel oil,117,13.6,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,coconut oil,117,13.6,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.029
42,safflower oil,120,13.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,vegetable oil,120,13.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.073
44,apricot kernel oil,40,4.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,peanut oil,119,13.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,poppyseed oil,120,13.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,flaxseed oil,120,13.6,1.2,0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.1
48,tomatoseed oil,1927,218.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,wheat germ oil,120,13.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,sesame oil,40,4.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,corn granola oil,124,14.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,cocoa butter oil,120,13.6,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,olive oil,119,13.5,1.9,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.1
54,palm kernel oil,40,4.5,4.0,0.0,0.098,0.0,0.0,0.0,0.0,0.2,0.0,0.033
55,mustard oil,124,14.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,rice bran oil,120,13.6,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,vegetable macaroni dry,308,0.9,0.1,0.0,0.06,62.9,3.6,0.0,11.0,0.0,0.0,28.6
58,chow mein noodles,257,9.9,1.0,0.0,0.5,37.5,1.5,0.5,5.9,0.0,0.0,11.2
59,chinese noodles,456,0.094,0.088,0.0,0.088,111.9,0.7,0.0,0.2,0.0,0.031,0.0
60,vegetable macaroni cooked,172,0.1,0.037,0.0,0.015,35.7,5.8,1.5,6.1,0.0,0.0,14.7
61,corn pasta dry,375,2.2,0.3,0.0,0.027,83.2,11.6,0.0,7.8,0.0,0.0,4.2
62,egg noodles dry,146,1.7,0.4,31.9,0.095,27.1,1.3,0.7,5.4,0.086,0.0,13.3
63,whole wheat spaghetti dry,98,0.4,0.047,0.0,0.002,21.2,0.0,0.0,4.1,0.0,0.0,11.3
64,japanese soba noodles dry,95,0.2,0.084,0.0,0.2,21.1,0.0,0.0,4.1,0.0,0.0,9.9
65,rice noodles dry,103,0.2,0.053,0.0,0.006,23.6,0.5,0.0,1.0,0.0,0.0,5.1
66,spinach spaghetti dry,105,0.4,0.097,0.0,0.094,21.2,3.0,0.8,3.8,0.0,0.0,16.4
67,egg noodles cooked,110,1.7,0.3,23.2,0.027,20.1,1.0,0.3,3.6,0.007,0.029,0.0
68,japanese somen noodles cooked,231,0.3,0.006,0.0,0.3,48.5,0.0,0.0,7.0,0.0,0.0,14.1
69,whole wheat macaroni dry,365,1.5,0.3,0.0,0.028,78.8,8.7,0.0,15.4,0.0,0.0,42.0
70,pasta marinara and ground beef sauce,41,1.6,0.5,0.2,0.0,4.1,0.5,1.0,2.5,0.0,0.0,0.0
71,macaroni raw,390,1.6,0.3,0.0,0.097,78.4,3.4,2.8,13.7,0.0,0.0,22.1
72,spaghetti dry,105,0.4,0.045,0.0,0.09,21.1,0.9,0.8,3.7,0.0,0.0,5.9
73,fusilli cucina,100,0.4,0.1,0.0,0.0,3.4,0.0,0.041,0.0,0.0,0.0,0.0
74,japanese somen noodles dry,101,0.2,0.0,0.0,0.5,21.0,1.2,0.0,3.2,0.0,0.0,6.5
75,pasta cooked,301,2.4,0.3,75.9,0.073,57.3,0.0,0.0,11.8,0.061,0.0,13.8
76,macaroni cooked,221,1.3,0.2,0.0,0.071,43.2,2.5,0.8,8.1,0.0,0.089,0.0
77,spinach egg noodles dry,145,1.7,0.4,36.1,0.096,26.7,2.6,0.0,5.6,0.0,0.0,21.3
78,japanese soba noodles cooked,113,0.1,0.026,0.0,0.1,24.4,0.0,0.0,5.8,0.0,0.0,4.6
79,rice noodles cooked,190,0.4,0.072,0.0,0.075,42.3,1.8,0.052,3.2,0.0,0.0,7.0
80,whole wheat macaroni cooked,174,0.8,0.1,0.0,0.057,37.2,3.9,1.1,7.5,0.0,0.0,21.0
81,spaghetti cooked,363,2.1,0.4,0.0,0.089,71.0,4.1,1.3,13.3,0.0,0.1,0.0
82,whole wheat spaghetti cooked,174,0.8,0.1,0.0,0.091,37.2,6.3,1.1,7.5,0.0,0.0,21.0
83,waffle,218,10.6,2.1,51.8,0.4,24.7,0.0,0.0,5.9,0.069,0.3,191.3
84,baked taco shell,61,2.7,0.8,0.0,0.004,8.3,0.9,0.2,0.8,0.0,0.0,12.5
85,puff pastry,1367,94.3,13.5,0.0,0.6,112.0,3.7,1.8,18.1,0.0,0.0,24.5
86,blueberry muffin,214,9.2,1.6,17.1,0.2,30.2,0.6,17.9,2.6,0.1,0.034,0.054
87,bread crumbs,427,5.7,1.3,0.0,0.8,77.7,4.9,6.7,14.4,0.0,0.0,197.6
88,warm cinnamon roll mcdonalds,113,5.1,1.3,16.4,0.1,15.0,0.5,7.0,2.0,0.06,0.0,16.1
89,corn muffin,201,5.5,0.9,17.2,0.3,33.7,2.2,11.7,3.9,0.01,0.0,48.8
90,tortilla,467,1.9,0.6,0.0,0.9,98.4,4.7,5.4,14.3,0.0,0.0,137.9
91,croutons seasoned,186,7.3,2.1,2.8,0.4,25.4,2.0,1.8,4.3,0.029,0.0,38.4
92,buttermilk waffle,102,3.1,0.8,4.3,0.2,16.0,0.9,1.5,2.4,0.1,0.0,98.7
93,flour tortilla,146,3.7,0.6,0.0,0.4,24.1,1.2,1.3,3.9,0.0,0.0,79.9
94,glazed donut,55,3.0,1.2,3.9,0.082,6.2,0.3,3.0,0.8,0.098,0.2,13.1
95,corn tortilla,52,0.7,0.1,0.0,0.075,10.7,1.5,0.2,1.4,0.0,0.0,19.4
96,muffin,169,6.5,1.2,22.2,0.3,23.6,1.5,0.0,3.9,0.078,0.2,114.0
97,croutons,33,0.5,0.1,0.0,0.035,5.9,0.4,0.0,1.0,0.0,0.0,6.1
98,donut with jelly filling,289,15.9,4.1,22.1,0.4,33.2,0.8,17.9,5.0,0.044,0.0,21.3
99,sweet cinnamon rolls,309,13.6,2.6,54.8,0.3,42.2,2.0,26.3,5.1,0.039,1.7,59.8
100,oat bran muffin,46,1.3,0.2,0.0,0.067,8.2,0.8,1.4,1.2,0.0,0.0,10.7
101,french cruller donut,169,7.5,1.9,4.5,0.1,24.4,0.5,14.4,1.3,0.002,0.0,10.7
102,pancakes,86,3.7,0.8,22.4,0.2,10.8,0.0,0.0,2.4,0.025,0.1,83.2
103,chocolate donut,250,11.9,3.1,34.2,0.1,34.4,1.3,19.2,2.7,0.078,0.041,127.8
104,sweet cheese rolls,238,12.1,4.0,50.2,0.2,28.8,0.8,0.0,4.7,0.0,0.1,77.9
105,eclair,234,19.2,11.5,121.5,0.1,11.2,0.4,2.0,4.4,0.2,0.2,31.5
106,donut with cream filling,307,20.8,4.6,20.4,0.3,25.5,0.7,12.4,5.4,0.043,0.0,21.3
107,fruit toaster pastry,209,5.6,1.3,0.0,0.2,37.1,0.5,14.8,2.4,0.2,0.0,5.6
108,donut,192,10.3,2.7,14.4,0.2,22.9,0.7,0.0,2.3,0.062,0.027,27.0
109,pancakes whole wheat,92,2.9,0.8,26.8,0.3,12.9,1.2,0.0,3.7,0.047,0.2,110.0
110,keikitos,196,10.6,0.0,0.0,0.2,22.3,0.5,10.8,2.9,0.0,0.0,26.5
111,zwieback,30,0.7,0.2,0.6,0.05,5.2,0.2,0.9,0.7,0.063,0.01,0.041
112,chocolate coated donut,81,4.5,2.4,3.4,0.099,9.2,0.3,4.8,0.9,0.077,0.2,4.3
113,waffle toasted,103,3.2,0.5,5.0,0.2,16.3,0.8,1.7,2.4,0.1,0.0,101.3
114,cinnamon toaster pastry,206,7.1,1.8,0.0,0.2,34.1,0.5,0.0,2.6,0.1,0.017,17.0
115,wheat bran bread,89,1.2,0.3,0.0,0.2,17.2,1.4,3.5,3.2,0.0,0.0,26.6
116,white bread,77,1.0,0.2,0.0,0.1,14.3,0.8,1.6,2.6,0.022,0.038,0.081
117,oat bran bread,71,1.3,0.2,0.0,0.1,11.9,1.4,2.3,3.1,0.09,0.0,19.5
118,whole wheat bread natures own,50,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,high protein bread dr zaks,152,3.0,0.5,0.0,0.0,15.3,0.0,0.6,0.0,0.0,0.0,0.0
120,wheat bread,79,1.3,0.2,0.0,0.1,13.8,1.2,1.7,3.1,0.039,0.062,0.026
121,egg bread toasted,117,2.4,0.6,20.7,0.2,19.5,0.9,0.7,3.9,0.096,0.0,37.7
122,butter toastbrot ja,66,0.9,0.6,0.0,0.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0
123,vienna bread toasted,93,0.6,0.1,0.0,0.2,18.0,0.9,1.0,3.8,0.0,0.095,13.6
124,vienna bread,92,0.6,0.2,0.0,0.2,18.1,0.8,0.8,3.8,0.0,0.095,14.1
125,protein bread,47,0.4,0.009,0.0,0.008,8.3,0.6,0.3,2.3,0.0,0.0,23.6
126,banana bread,186,6.0,1.3,24.5,0.2,31.1,0.6,0.0,2.5,0.068,1.0,12.0
127,rice bran bread,66,1.2,0.2,0.0,0.081,11.7,1.3,1.3,2.4,0.0,0.0,18.6
128,white fibre wonder bread,95,1.0,0.2,0.1,0.0,18.0,1.5,2.0,3.5,0.0,0.0,0.0
129,focaccia,142,4.5,0.5,0.0,0.3,20.4,1.0,1.0,5.0,0.0,0.0,20.0
130,oat bran bread toasted,70,1.3,0.2,0.0,0.1,11.8,1.3,2.3,3.1,0.07,0.0,19.2
131,rye bread,83,1.1,0.2,0.0,0.2,15.5,1.9,1.2,2.7,0.0,0.1,23.4
132,wheat germ bread,73,0.8,0.2,0.0,0.2,13.5,0.6,1.0,2.7,0.0,0.033,24.9
133,protein bread toasted,46,0.4,0.059,0.0,0.049,8.2,0.6,0.2,2.2,0.0,0.0,23.1
134,oatmeal bread,73,1.2,0.2,0.0,0.1,13.1,1.1,2.2,2.3,0.083,0.0,17.8
135,arepa,215,5.3,2.8,4.9,0.3,36.4,2.5,0.9,5.4,0.011,0.0,87.2
136,raisin bread toasted,86,1.4,0.3,0.0,0.1,16.5,1.4,1.8,2.5,0.0,0.1,20.9
137,cracked wheat bread,74,1.1,0.3,0.0,0.2,14.0,1.6,0.0,2.5,0.0,0.0,12.2
138,garlic bread,151,7.1,2.3,0.0,0.2,17.9,1.1,1.6,3.6,0.067,0.095,11.6
139,rye bread toasted,82,1.0,0.2,0.0,0.2,15.4,1.9,1.2,2.7,0.0,0.047,23.2
140,whole wheat bread,128,2.5,0.4,0.0,0.2,23.6,2.8,1.8,3.9,0.0,0.0,15.2
141,whole wheat bread toasted,128,2.5,0.4,0.0,0.2,23.7,2.8,1.8,3.9,0.0,0.0,15.1
142,pan dulce bread,231,7.3,1.4,18.9,0.1,35.5,1.4,7.9,5.9,0.048,0.8,54.2
143,rice bran bread toasted,66,1.3,0.2,0.0,0.026,11.8,1.3,1.3,2.4,0.0,0.0,18.8
144,pita bread whole wheat,74,0.7,0.1,0.0,0.1,15.4,2.1,0.2,2.7,0.0,0.0,4.2
145,wheat germ bread toasted,73,0.8,0.2,0.3,0.2,13.6,0.6,1.0,2.7,0.0,0.03,25.0
146,pumpernickel bread,65,0.8,0.1,0.0,0.2,12.4,1.7,0.1,2.3,0.0,0.0,17.7
147,frybread,502,18.6,7.0,10.6,0.5,73.4,0.0,3.1,10.2,0.0,0.0,86.6
148,white bread toasted,83,1.1,0.2,0.3,0.2,15.4,0.7,1.3,2.5,0.0,0.0,33.7
149,piki bread,109,2.0,0.2,0.0,0.028,20.2,2.6,0.4,2.5,0.0,0.0,51.5
150,wheat bread toasted,75,1.0,0.2,0.0,0.1,13.4,1.1,1.5,3.1,0.0,0.008,39.6
151,pita bread,165,0.7,0.091,0.0,0.3,33.4,1.3,0.8,5.5,0.0,0.0,51.6
152,potato bread,85,1.0,0.0,0.0,0.1,15.1,2.0,3.0,4.0,0.0,0.084,0.072
153,egg bread,115,2.4,0.6,20.4,0.2,19.1,0.9,0.7,3.8,0.095,0.0,37.2
154,oatmeal bread toasted,73,1.2,0.2,0.0,0.1,13.2,1.1,2.2,2.3,0.043,0.004,18.0
155,cheese bread,196,10.0,3.0,4.8,0.4,21.5,1.0,1.0,5.0,0.007,0.0,43.2
156,pumpernickel bread toasted,80,1.0,0.1,0.0,0.2,15.1,2.1,0.2,2.8,0.0,0.0,21.5
157,raisin bread,88,1.4,0.3,0.0,0.1,16.7,1.4,1.8,2.5,0.0,0.052,21.1
158,pumpernickel roll,77,0.8,0.1,0.0,0.1,14.8,1.5,0.1,3.0,0.0,0.0,18.8
159,cinnamon raisin bagel,71,0.4,0.054,0.0,0.047,14.4,0.6,1.6,2.5,0.098,0.2,4.9
160,english muffin,127,1.1,0.2,0.0,0.2,25.5,2.6,0.9,5.0,0.0,0.0,101.5
161,rye dinner roll,123,1.5,0.3,0.0,0.3,22.8,2.1,0.5,4.4,0.0,0.0,12.9
162,english muffin whole wheat,134,1.4,0.2,0.0,0.2,26.7,4.4,5.3,5.8,0.0,0.0,174.9
163,dinner roll whole wheat,74,1.3,0.2,0.0,0.1,14.3,2.1,2.4,2.4,0.0,0.0,29.7
164,dinner roll,76,1.8,0.4,0.0,0.1,12.9,1.1,0.5,2.4,0.0,0.0,49.3
165,hotdog roll,117,1.6,0.4,0.0,0.2,21.1,0.8,3.1,4.1,0.004,0.048,0.008
166,bagel,245,1.5,0.0,0.0,0.4,47.9,4.0,6.0,10.0,0.0,0.1,0.019
167,oat bran bagel,176,0.8,0.1,0.0,0.4,36.8,2.5,1.1,7.4,0.031,0.1,8.3
168,pain au chocolat de la boulangerie,235,12.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,egg bagel,72,0.5,0.1,6.2,0.1,13.8,0.6,0.0,2.8,0.012,0.2,3.4
170,english muffin toasted,140,1.1,0.3,0.0,0.2,27.4,1.5,1.8,5.4,0.0,0.9,102.4
171,english muffin whole wheat toasted,135,1.4,0.2,0.0,0.2,26.9,4.5,5.4,5.9,0.0,0.0,175.7
172,biscuit,357,16.5,4.4,3.0,0.6,45.0,1.5,2.2,7.1,0.0,0.2,237.4
173,french roll,105,1.6,0.4,0.0,0.2,19.1,1.2,0.1,3.3,0.0,0.0,34.6
174,oat bran dinner roll,78,1.5,0.2,0.0,0.1,13.3,1.4,2.2,3.1,0.0,0.0,28.1
175,pecan shortbread cookies,76,4.6,1.1,4.6,0.002,8.2,0.3,0.0,0.7,0.078,0.0,4.2
176,oatmeal cookies,113,4.5,1.1,0.0,0.1,17.2,0.7,6.2,1.6,0.001,0.1,9.3
177,chocolate wafers,485,15.9,4.7,2.2,0.8,81.1,3.8,33.2,7.4,0.089,0.0,34.7
178,vanilla wafers low fat,353,12.2,3.1,40.8,0.3,58.9,1.5,30.0,4.0,0.037,0.0,38.4
179,chocolate chip cookies mcdonalds,136,6.4,3.2,18.4,0.058,18.7,0.6,9.6,1.6,0.003,0.0,9.6
180,gingersnap cookies,29,0.7,0.2,0.0,0.012,5.4,0.2,1.4,0.4,0.0,0.0,5.4
181,biscotti abbracci mulino bianco,54,2.6,1.6,0.0,0.0,0.8,0.0,0.051,0.4,0.0,0.0,0.0
182,chocolate chip cookie,63,2.8,1.4,0.0,0.047,9.3,0.3,5.3,0.5,0.013,0.052,0.036
183,brownie,243,9.8,2.5,10.2,0.2,38.3,1.3,22.0,2.9,0.02,0.0,17.4
184,shortbread cookies,40,1.9,0.5,1.6,0.097,5.2,0.1,1.2,0.5,0.018,0.0,2.8
185,oatmeal cookies with raisins,65,2.4,0.5,5.0,0.022,10.3,0.0,0.0,1.0,0.096,0.078,15.0
186,peanut butter sandwich cookies,67,3.0,0.7,0.0,0.098,9.2,0.3,5.0,1.2,0.039,0.093,7.4
187,sugar cookies,72,3.2,0.8,7.7,0.007,10.2,0.1,5.7,0.8,0.039,0.091,3.2
188,chocolate covered graham crackers,68,3.2,1.8,0.0,0.067,9.3,0.4,5.8,0.8,0.016,0.0,8.1
189,raisin cookies,60,2.0,0.5,0.3,0.077,10.2,0.2,7.1,0.6,0.008,0.1,6.9
190,vanilla wafers,28,1.2,0.3,0.0,0.045,4.3,0.1,0.0,0.3,0.0,0.0,1.5
191,graham crackers,355,8.5,1.3,0.0,0.4,64.5,2.4,26.1,5.8,0.0,0.0,20.2
192,peanut butter cookies,95,4.8,0.9,6.2,0.1,11.8,0.0,0.0,1.8,0.066,0.032,7.8
193,vanilla sandwich cookie,72,3.0,0.4,0.0,0.044,10.8,0.2,5.9,0.7,0.0,0.0,4.1
194,sugar wafers with creme filling,51,2.3,1.2,0.0,0.06,7.1,0.2,4.3,0.4,0.0,0.0,2.7
195,cheese puffs,197,12.8,1.9,2.5,0.3,18.6,0.6,1.1,2.1,0.012,0.0,20.0
196,saltine crackers,13,0.3,0.097,0.0,0.067,2.2,0.022,0.063,0.3,0.037,0.062,0.059
197,trail mix,139,8.8,1.7,0.0,0.014,13.5,0.0,0.0,4.1,0.0,0.4,23.4
198,corn cones,144,7.6,6.4,0.0,0.3,17.8,0.3,0.0,1.6,0.0,0.0,0.8
199,chocolate pretzels,50,1.8,0.8,0.0,0.037,7.8,0.0,0.0,0.8,0.0,0.076,8.1
200,french toast sticks,73,3.8,0.9,0.0,0.001,8.9,0.3,2.1,1.3,0.0,0.0,11.4
201,crackers,82,4.2,0.9,0.0,0.1,9.8,0.4,1.3,1.1,0.2,0.087,0.036
202,sesame sticks,54,3.7,0.6,0.0,0.09,4.7,0.3,0.084,1.1,0.0,0.0,17.0
203,cheese crackers,34,1.6,0.4,0.2,0.065,4.2,0.2,0.3,0.8,0.05,0.009,0.026
204,oriental rice cracker mix,143,7.2,1.1,0.0,0.1,14.6,3.7,0.8,4.9,0.0,0.037,15.3
205,breadsticks,103,2.4,0.4,0.0,0.2,17.1,0.8,0.3,3.0,0.0,0.0,5.5
206,milk crackers,50,1.7,0.3,1.2,0.095,7.7,0.2,1.8,0.8,0.073,0.017,18.9
207,matzo crackers whole wheat,98,0.4,0.005,0.0,0.002,22.1,3.3,0.0,3.7,0.0,0.0,6.4
208,matzo crackers with egg,109,0.6,0.2,23.2,0.057,22.0,0.8,0.0,3.4,0.077,0.07,11.2
209,granola bites,23,0.9,0.5,0.0,0.067,3.3,0.3,1.5,0.4,0.0,0.086,0.015
210,crackers whole wheat,120,4.0,0.6,0.0,0.2,19.5,2.9,0.3,3.0,0.0,0.0,10.1
211,tropical trail mix,619,23.9,11.9,0.0,0.1,91.8,0.0,0.0,8.8,0.0,10.6,79.8
212,soft pretzels,389,3.6,0.8,3.5,0.9,79.8,2.0,0.3,9.4,0.0,0.0,26.5
213,corn tostada shell,58,2.9,0.9,0.0,0.084,7.9,0.7,0.0,0.8,0.0,0.0,9.3
214,matzo crackers,111,0.4,0.03,0.0,0.0,23.4,0.8,0.098,2.8,0.0,0.0,3.6
215,sesame crunch,9,0.6,0.096,0.0,0.027,0.9,0.1,0.6,0.2,0.0,0.0,11.5
216,trail mix with chocolate chips,707,46.6,8.9,5.8,0.2,65.6,0.0,0.0,20.7,0.0,1.9,159.1
217,cracker meal,440,2.0,0.3,0.0,0.078,93.0,3.0,0.4,10.7,0.0,0.0,26.5
218,puffed rice,153,0.2,0.037,0.0,0.053,34.1,0.6,0.0,2.4,0.0,0.0,2.3
219,filinchen gutena,19,0.2,0.056,0.0,0.0,0.5,0.0,0.028,0.4,0.0,0.0,0.0
220,melba toast crackers,117,1.0,0.1,0.0,0.2,23.0,1.9,0.3,3.6,0.0,0.0,27.9
221,matzo crackers with egg onion,109,1.1,0.3,12.6,0.052,21.6,1.4,0.0,2.8,0.062,0.026,10.1
222,cornnuts,126,4.4,0.7,0.0,0.2,20.3,2.0,0.2,2.4,0.0,0.0,2.5
223,bagel chips,789,26.5,12.0,0.0,0.4,116.1,7.2,10.5,21.6,0.0,0.0,42.0
224,pretzels,115,0.9,0.1,0.0,0.4,24.1,1.0,0.7,3.0,0.037,0.084,0.01
225,potato raw,164,0.2,0.028,0.0,0.072,37.2,4.7,1.7,4.3,0.0,42.0,25.6
226,gatto di patate home made,202,9.4,4.6,0.0,0.0,4.0,0.0,3.6,0.0,0.0,0.0,0.0
227,baked potato,161,0.2,0.074,0.0,0.097,36.6,3.8,2.0,4.3,0.0,0.5,0.057
228,potato sticks,188,12.4,3.2,0.0,0.2,19.2,1.2,0.006,2.4,0.0,17.0,6.5
229,potato cooked,52,0.006,0.003,0.0,0.035,12.1,1.2,0.5,1.1,0.0,7.8,3.0
230,vivaldi potatoes sainsburys,23,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,potato ham chowder soup,192,12.5,3.9,21.6,0.9,13.4,1.4,0.0,6.5,0.0,0.0,0.0
232,russet potato raw,292,0.3,0.06,0.0,0.068,66.7,4.8,2.3,7.9,0.0,21.0,48.0
233,russet potato baked,290,0.4,0.1,0.0,0.084,64.1,6.9,3.2,7.9,0.0,24.8,53.8
234,french fries,13,0.4,0.01,0.0,0.056,2.2,0.2,0.088,0.2,0.0,1.5,0.8
235,potato scalloped,216,9.0,5.5,29.4,0.8,26.4,4.7,0.0,7.0,0.0,26.0,139.7
236,cottage fries,11,0.4,0.084,0.0,0.058,1.9,0.2,0.019,0.2,0.0,0.8,0.9
237,mashed potatoes,215,6.8,1.4,0.0,0.7,35.5,3.1,1.2,4.0,0.079,0.0,43.6
238,mashed potato with milk and butter,237,8.9,5.5,23.1,0.7,35.3,3.2,3.0,3.9,0.026,12.6,50.4
239,red potato raw,149,0.3,0.074,0.0,0.02,33.9,3.6,2.7,4.0,0.0,18.3,21.3
